Filename	Name in catalogue	Original title	Transliterated title	Type	Subtype	Subsubtype	Year	Collector	Performer	Number of voices	Performer gender or age	Audio recording	Archive reference	Additional remarks	Place	Contemporary_address	Latitude	Longitude	Address translated	Original metadata	SongName
Vinnytsia_804_Chy ty, lishchyno_(14-ЛР-02)	14-ЛР-02	Чи ти, лішчино	Chy ty, lishchyno	Non-ritual	Lyrical		1936.0								с. Маньківці Барського р-ну Вінницької обл.	с. Маньківці Барського р-ну Вінницької обл.	49.0561983	27.8300693	Man'kivtsi, Vinnytsia Oblast, Ukraine, 23030	"Зап. 29.ХІІ1936 р. Гайдай М. П. у с. Маньківці Барського р-ну Вінницької обл. від Федори Авксен-
тієвни Севак, 46 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 55-56. Вар. зап. Матіяш Д., Кушка Т. у с. Обо-
дівка Тростянецького р-ну Вінницької обл. від гурту Розшифр. Єфремова Л. О., № 10 (150). Вар. 
1 зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. від гурту. № 10 (390). 
Вар. 2 зап. 03.04 2008 р. вони ж у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк 
Л. В., Яцюк Л. А., Мартинюк В. П., Богомолець О. П., Романюк Г. Ю. № 4 (646)."	Vinnytsia_804_Chy ty, lishchyno_(14-ЛР-02)
Vinnytsia_804v_Chy ty, lishchyno_(14-ЛР-02)	14-ЛР-02	Чи ти, лішчино	Chy ty, lishchyno	Non-ritual	Lyrical		1936.0								с. Маньківці Барського р-ну Вінницької обл.	с. Маньківці Барського р-ну Вінницької обл.	49.0561983	27.8300693	Man'kivtsi, Vinnytsia Oblast, Ukraine, 23030	"Зап. 29.ХІІ1936 р. Гайдай М. П. у с. Маньківці Барського р-ну Вінницької обл. від Федори Авксен-
тієвни Севак, 46 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 55-56. Вар. зап. Матіяш Д., Кушка Т. у с. Обо-
дівка Тростянецького р-ну Вінницької обл. від гурту Розшифр. Єфремова Л. О., № 10 (150). Вар. 
1 зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. від гурту. № 10 (390). 
Вар. 2 зап. 03.04 2008 р. вони ж у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк 
Л. В., Яцюк Л. А., Мартинюк В. П., Богомолець О. П., Романюк Г. Ю. № 4 (646)."	Vinnytsia_804v_Chy ty, lishchyno_(14-ЛР-02)
Vinnytsia_804v1_Chy ty, lishchyno_(14-ЛР-02)	14-ЛР-02	Чи ти, лішчино	Chy ty, lishchyno	Non-ritual	Lyrical		1936.0								с. Маньківці Барського р-ну Вінницької обл.	с. Маньківці Барського р-ну Вінницької обл.	49.0561983	27.8300693	Man'kivtsi, Vinnytsia Oblast, Ukraine, 23030	"Зап. 29.ХІІ1936 р. Гайдай М. П. у с. Маньківці Барського р-ну Вінницької обл. від Федори Авксен-
тієвни Севак, 46 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 55-56. Вар. зап. Матіяш Д., Кушка Т. у с. Обо-
дівка Тростянецького р-ну Вінницької обл. від гурту Розшифр. Єфремова Л. О., № 10 (150). Вар. 
1 зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. від гурту. № 10 (390). 
Вар. 2 зап. 03.04 2008 р. вони ж у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк 
Л. В., Яцюк Л. А., Мартинюк В. П., Богомолець О. П., Романюк Г. Ю. № 4 (646)."	Vinnytsia_804v1_Chy ty, lishchyno_(14-ЛР-02)
Vinnytsia_804v2_Chy ty, lishchyno_(14-ЛР-02)	14-ЛР-02	Чи ти, лішчино	Chy ty, lishchyno	Non-ritual	Lyrical		1936.0								с. Маньківці Барського р-ну Вінницької обл.	с. Маньківці Барського р-ну Вінницької обл.	49.0561983	27.8300693	Man'kivtsi, Vinnytsia Oblast, Ukraine, 23030	"Зап. 29.ХІІ1936 р. Гайдай М. П. у с. Маньківці Барського р-ну Вінницької обл. від Федори Авксен-
тієвни Севак, 46 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 55-56. Вар. зап. Матіяш Д., Кушка Т. у с. Обо-
дівка Тростянецького р-ну Вінницької обл. від гурту Розшифр. Єфремова Л. О., № 10 (150). Вар. 
1 зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. від гурту. № 10 (390). 
Вар. 2 зап. 03.04 2008 р. вони ж у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк 
Л. В., Яцюк Л. А., Мартинюк В. П., Богомолець О. П., Романюк Г. Ю. № 4 (646)."	Vinnytsia_804v2_Chy ty, lishchyno_(14-ЛР-02)
Vinnytsia_805_Oi arol, ty arol_(14-ЛР-03)	14-ЛР-03	Оі арол, ти арол	Oi arol, ty arol	Non-ritual	Lyrical		2009.0								с. Гущинці Калинівського р-ну Вінницької обл.	с. Гущинці Калинівського р-ну Вінницької обл.	49.4506816	28.3494578	Hushchyntsi, Vinnytsia Oblast, Ukraine, 22434	"Зап. 2007 р., 03.04 2008 р. та 08.06 2009 р. Кушка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського 
р-ну Вінницької обл. від тих же співаків. Розшифр. Єфремова Л. О. № 25 (638)."	Vinnytsia_805_Oi arol, ty arol_(14-ЛР-03)
Vinnytsia_806_V mene batko yak tsvit_(14-ЛР-03)	14-ЛР-03	В мене батко иак цвіт	V mene batko yak tsvit	Non-ritual	Lyrical										с. Зятківці Гайсинського р-ну Вінницької обл.	с. Зятківці Гайсинського р-ну Вінницької обл.	48.72998459999999	29.4752358	Zyatkivtsi, Vinnytsia Oblast, Ukraine, 23751	"Зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці Гайсинського р-ну Вінницької обл. від Коваль О. Н., 
Касьян Я. М., Коваль С. П., Мелицької Г. М., Дубровської М. П., Сокач К. Д. Розшифр. Єфремова 
Л. О. № 13 (607). Вар. зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. 
№ 12 (392). "	Vinnytsia_806_V mene batko yak tsvit_(14-ЛР-03)
Vinnytsia_806v_V mene batko yak tsvit_(14-ЛР-03)	14-ЛР-03	В мене батко иак цвіт	V mene batko yak tsvit	Non-ritual	Lyrical										с. Зятківці Гайсинського р-ну Вінницької обл.	с. Зятківці Гайсинського р-ну Вінницької обл.	48.72998459999999	29.4752358	Zyatkivtsi, Vinnytsia Oblast, Ukraine, 23751	"Зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці Гайсинського р-ну Вінницької обл. від Коваль О. Н., 
Касьян Я. М., Коваль С. П., Мелицької Г. М., Дубровської М. П., Сокач К. Д. Розшифр. Єфремова 
Л. О. № 13 (607). Вар. зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Вінницької обл. 
№ 12 (392). "	Vinnytsia_806v_V mene batko yak tsvit_(14-ЛР-03)
Vinnytsia_807_Siv sokil na yalyni_(02-ЛР-05)	02-ЛР-05	Сів сокіл на иалині	Siv sokil na yalyni	Non-ritual	Lyrical		1937.0								с. Дяківці Літинського р-ну Вінницької обл.	с. Дяківці Літинського р-ну Вінницької обл.	49.3896897	27.8705635	Dyakivtsi, Vinnytsia Oblast, Ukraine, 22341	"Зап. 1937 р. Стельмах М., Музиченко Д. (мел.) у с. Дяківці Літинського р-ну Вінницької обл. від 
Дарки Поріцької. – ІМФЕ, ф. 8-3, од. зб. 211, арк. 8 зв.-9 (текст), арк. 28 зв. (мел.), № 13."	Vinnytsia_807_Siv sokil na yalyni_(02-ЛР-05)
Vinnytsia_808_Oi pie chumak, pie_(15-ЛР-01)	15-ЛР-01	Оі піе чумак, піе	Oi pie chumak, pie	Non-ritual	Lyrical		1998.0								с. Сиваківці  Липовецького р-ну Вінницької обл.	с. Сиваківці  Липовецького р-ну Вінницької обл.	49.32703799999999	28.6661382	Syvakivtsi, Vinnytsia Oblast, Ukraine, 22514	"Зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. 
Касета № 12. Розшифр. Єфремова Л. О., № 18 (328). Вар. зап. у січні 2007 р. Тищенко О., Матіяш 
Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну Вінницької обл. від Парфенюк Л. М., Чух-
майтер І. Н., Калінської Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіної Т. 
Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калінської Г., Нижник О. Розшифр. Єфремова 
Л. О., № 36 (62). Вар. 1 Зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці Гайсинського р-ну Вінницької 
обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., Дубровської М. П., Сокач К. 
Д. № 1 (595). Вар. 2 Зап. 24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл.  
№ 30 (220). Вар. 3 зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Зарудинці Немирівського 
р-ну Вінницької обл. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 26."	Vinnytsia_808_Oi pie chumak, pie_(15-ЛР-01)
Vinnytsia_808v_Oi pie chumak, pie_(15-ЛР-01)	15-ЛР-01	Оі піе чумак, піе	Oi pie chumak, pie	Non-ritual	Ballad		1998.0								с. Сиваківці  Липовецького р-ну Вінницької обл.	с. Сиваківці  Липовецького р-ну Вінницької обл.	49.32703799999999	28.6661382	Syvakivtsi, Vinnytsia Oblast, Ukraine, 22514	"Зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. 
Касета № 12. Розшифр. Єфремова Л. О., № 18 (328). Вар. зап. у січні 2007 р. Тищенко О., Матіяш 
Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну Вінницької обл. від Парфенюк Л. М., Чух-
майтер І. Н., Калінської Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіної Т. 
Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калінської Г., Нижник О. Розшифр. Єфремова 
Л. О., № 36 (62). Вар. 1 Зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці Гайсинського р-ну Вінницької 
обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., Дубровської М. П., Сокач К. 
Д. № 1 (595). Вар. 2 Зап. 24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл.  
№ 30 (220). Вар. 3 зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Зарудинці Немирівського 
р-ну Вінницької обл. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 26."	Vinnytsia_808v_Oi pie chumak, pie_(15-ЛР-01)
Vinnytsia_808v1_Oi pie chumak, pie_(15-ЛР-01)	15-ЛР-01	Оі піе чумак, піе	Oi pie chumak, pie	Non-ritual	Lyrical		1998.0								с. Сиваківці  Липовецького р-ну Вінницької обл.	с. Сиваківці  Липовецького р-ну Вінницької обл.	49.32703799999999	28.6661382	Syvakivtsi, Vinnytsia Oblast, Ukraine, 22514	"Зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. 
Касета № 12. Розшифр. Єфремова Л. О., № 18 (328). Вар. зап. у січні 2007 р. Тищенко О., Матіяш 
Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну Вінницької обл. від Парфенюк Л. М., Чух-
майтер І. Н., Калінської Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіної Т. 
Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калінської Г., Нижник О. Розшифр. Єфремова 
Л. О., № 36 (62). Вар. 1 Зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці Гайсинського р-ну Вінницької 
обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., Дубровської М. П., Сокач К. 
Д. № 1 (595). Вар. 2 Зап. 24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл.  
№ 30 (220). Вар. 3 зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Зарудинці Немирівського 
р-ну Вінницької обл. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 26."	Vinnytsia_808v1_Oi pie chumak, pie_(15-ЛР-01)
