filename,year,place,performer,collector,archive reference,original metadata
Vinnytsia_ballads_639v. Під білою березою (16-БР-03).xml,1936,,,,,"Зап. 29.ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Параски 
Дмитрівни Мельник, 18 р. та  Одарки Василівни Стахміч,18 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 
106-107. Вар. зап. 2018 р. Гарбулінська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. від 
Жарій І., Ільтєшіної Т. М., Тихої О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішиної А. С., Жарій О. 
В., Щербацької Н. І., Оєвої Д. М. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 109."
Vinnytsia_ballads_640. Посаджу я винограду (16-БР-04).xml,2009,,,,,"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 23. Розшифр. Єфремова Л. О., № 21. Вар. зап. 1951 р. 
Кувеньова А., Ященко Л. І. у с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької 
обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 49."
Vinnytsia_ballads_640v. Посаджу я винограду (16-БР-04).xml,2009,,,,,"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 23. Розшифр. Єфремова Л. О., № 21. Вар. зап. 1951 р. 
Кувеньова А., Ященко Л. І. у с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької 
обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 49."
Vinnytsia_ballads_641. Тече річечка (17-БР-01а).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. Роз-
шифр. Єфремова Л. О., № 2 (102)."
Vinnytsia_ballads_642. Оддавала мати дочку (17-БР-01б).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 22-23 (текст), арк. 
136 (мел.). Вар. зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Лі-
тинського р-ну Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипо-
рук М. М., Свічколан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., 
Войтко М. А., Калінської Г., Нижник О. Розшифр. Єфремова Л. О., № 34 (60)."
Vinnytsia_ballads_642v. Оддавала мати дочку (17-БР-01б).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 22-23 (текст), арк. 
136 (мел.). Вар. зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Лі-
тинського р-ну Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипо-
рук М. М., Свічколан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., 
Войтко М. А., Калінської Г., Нижник О. Розшифр. Єфремова Л. О., № 34 (60)."
Vinnytsia_ballads_643. Мала мати єдну дочку (17-БР-01б).xml,1972,,,,,"Зап. у 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського р-ну Вінницької обл. від Слюсар Марії 
Кирилівни та Голуб Параски Степанівни. – ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 15; фонозапис ф. 
14-10, од. зб. 1249 (7). Розшифр. Виноградов Г. В. Співали колись жінки і дівчата на вулиці, на по-
лі, на весіллях. Тепер співають тільки старші жінки."
Vinnytsia_ballads_644. Мала мати дочку (17-БР-01в).xml,2015,,,,,"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (143). Вар. зап. 
у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від 
гурту. Розшифр. Єфремова Л. О. № 44 (581). Вар. 1 зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці 
Гайсинського р-ну Вінницької обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., 
Дубровської М. П., Сокач К. Д. Розшифр. Єфремова Л. О. № 4 (598)."
Vinnytsia_ballads_644v. Мала мати дочку (17-БР-01в).xml,2015,,,,,"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (143). Вар. зап. 
у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від 
гурту. Розшифр. Єфремова Л. О. № 44 (581). Вар. 1 зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці 
Гайсинського р-ну Вінницької обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., 
Дубровської М. П., Сокач К. Д. Розшифр. Єфремова Л. О. № 4 (598)."
Vinnytsia_ballads_644v1. Мала мати дочку (17-БР-01в).xml,2015,,,,,"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (143). Вар. зап. 
у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від 
гурту. Розшифр. Єфремова Л. О. № 44 (581). Вар. 1 зап. Кушка Т. Я., Матіяш Д. В. у с. Зятківці 
Гайсинського р-ну Вінницької обл. від Коваль О. Н., Касьян Я. М., Коваль С. П., Мелицької Г. М., 
Дубровської М. П., Сокач К. Д. Розшифр. Єфремова Л. О. № 4 (598)."
"Vinnytsia_ballads_645. Ой давно ж я, давно (17-БР-01г).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 24-25 (текст), арк. 
136 (мел.)."
Vinnytsia_ballads_646. Летіла зозуля (15-БР-13).xml,2009,,,,,"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 8. Розшифр. Єфремова Л. О., № 7."
Vinnytsia_ballads_647. Ой летіла зозуленька (19-БР-06).xml,2008,,,,,"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А. (заспівує), Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І. (виво-
дить), Павлуник Н. С., Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук 
Ю. Д. Розшифр. Єфремова Л. О., № 5 (163). Вар. зап. 24.05 2008 р. там само. № 1 (171). Вар. 1 
зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Ка-
сета № 12. Розшифр. Єфремова Л. О., № 17 (327). Вар. 2 зап. 1926 р. Гайдай М. П. у м. Браїлов 
(Москалівка) (нині Жмеринського р-ну Вінницької обл.) від Ганусі Архань, 11 р. – ІМФЕ, ф. 6-3, 
од. зб. 69, арк. 34-35 (17 зв.-18), № 51. Вар. 3 зап. там само від Марусі Яремишиної, 38 р. – ІМФЕ, 
ф. 6-3, од. зб. 69, арк. 35 (18), № 52."
Vinnytsia_ballads_647v. Ой летіла зозуленька (19-БР-06).xml,2008,,,,,"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А. (заспівує), Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І. (виво-
дить), Павлуник Н. С., Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук 
Ю. Д. Розшифр. Єфремова Л. О., № 5 (163). Вар. зап. 24.05 2008 р. там само. № 1 (171). Вар. 1 
зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Ка-
сета № 12. Розшифр. Єфремова Л. О., № 17 (327). Вар. 2 зап. 1926 р. Гайдай М. П. у м. Браїлов 
(Москалівка) (нині Жмеринського р-ну Вінницької обл.) від Ганусі Архань, 11 р. – ІМФЕ, ф. 6-3, 
од. зб. 69, арк. 34-35 (17 зв.-18), № 51. Вар. 3 зап. там само від Марусі Яремишиної, 38 р. – ІМФЕ, 
ф. 6-3, од. зб. 69, арк. 35 (18), № 52."
